source_url,property_propertyId,property_localityName,property_localityId,detail_propertyType,detail_coveredArea,detail_bedrooms,detail_bathrooms,detail_furnished,detail_floorNumber,detail_totalFloorNumber,detail_ageofcons,detail_premiumProperty,detail_numberOfBalconied,detail_projectName,detail_propertyTypeCode,detail_carpetArea,detail_completionScore,detail_listingTypeDesc,detail_maintenanceCharges,detail_exactSaleRentPrice,detail_latitude,detail_longitude,detail_coveredAreaSqft,detail_carpetAreaSqft,prop_minPrice,prop_maxPrice,prop_hiddenPrice,detail_facing,detail_amenityMap_12201,detail_amenityMap_12202,detail_amenityMap_12204,detail_amenityMap_12205,detail_amenityMap_12206,detail_amenityMap_12208,detail_amenityMap_12209,detail_developerName,detail_additionalRooms,detail_amenitiesFacing,detail_tenantDescription,detail_waterStatus,detail_electricityStatus,detail_carParking,detail_noOfLifts,detail_bookingAmountExact,detail_priceBreakUp_brokeragePerOrDays,detail_priceBreakUp_securityDeposit,detail_amenityMap_12211,detail_amenityMap_12213,detail_amenityMap_12217,detail_amenityMap_12223,detail_amenityMap_12224,detail_amenityMap_12229,detail_amenityMap_12230,detail_amenityMap_12583,detail_amenityMap_1404117,detail_amenityMap_1404118,detail_amenityMap_1404123,detail_amenityMap_1404149,detail_amenityMap_1404155,detail_amenityExternalMap_12201,detail_amenityExternalMap_12202,detail_amenityExternalMap_12204,detail_amenityExternalMap_12205,detail_amenityExternalMap_12206,detail_amenityExternalMap_12208,detail_amenityExternalMap_12209,detail_amenityExternalMap_12211,detail_amenityExternalMap_12213,detail_amenityExternalMap_12217,detail_amenityExternalMap_12223,detail_amenityExternalMap_12224,detail_amenityExternalMap_12229,detail_amenityExternalMap_12230,detail_amenityExternalMap_12583,detail_amenityExternalMap_1404117,detail_amenityExternalMap_1404118,detail_amenityExternalMap_1404123,detail_amenityExternalMap_1404149,detail_amenityExternalMap_1404155,detail_furnishingDetails_1006121,detail_furnishingDetails_1006122,detail_furnishingDetails_1006123,detail_furnishingDetails_1006124,detail_furnishingDetails_1006125,detail_furnishingDetails_1006126,detail_furnishingDetails_1006127,detail_furnishingDetails_1006128,detail_furnishingDetails_1006129,detail_furnishingDetails_1006130,detail_propertyAmenities_12201,detail_propertyAmenities_12202,detail_propertyAmenities_12205,detail_propertyAmenities_12206,detail_propertyAmenities_12208,detail_propertyAmenities_12209,detail_propertyAmenities_12228,detail_propertyAmenities_12229,detail_carParkingCount,detail_amenityMap_12203,detail_amenityMap_12207,detail_amenityMap_12212,detail_amenityMap_12214,detail_amenityMap_12215,detail_amenityMap_12216,detail_amenityMap_12218,detail_amenityMap_12219,detail_amenityMap_12220,detail_amenityMap_12221,detail_amenityMap_12222,detail_amenityMap_12225,detail_amenityMap_12226,detail_amenityMap_12227,detail_amenityMap_12228,detail_amenityMap_12525,detail_amenityMap_1404105,detail_amenityMap_1404110,detail_amenityMap_1404115,detail_amenityMap_1404124,detail_amenityMap_1404125,detail_amenityMap_1404143,detail_amenityMap_1404150,detail_amenityMap_1404157,detail_amenityExternalMap_12203,detail_amenityExternalMap_12207,detail_amenityExternalMap_12212,detail_amenityExternalMap_12214,detail_amenityExternalMap_12215,detail_amenityExternalMap_12216,detail_amenityExternalMap_12218,detail_amenityExternalMap_12219,detail_amenityExternalMap_12220,detail_amenityExternalMap_12221,detail_amenityExternalMap_12222,detail_amenityExternalMap_12225,detail_amenityExternalMap_12226,detail_amenityExternalMap_12227,detail_amenityExternalMap_12228,detail_amenityExternalMap_12525,detail_amenityExternalMap_1404105,detail_amenityExternalMap_1404110,detail_amenityExternalMap_1404115,detail_amenityExternalMap_1404124,detail_amenityExternalMap_1404125,detail_amenityExternalMap_1404143,detail_amenityExternalMap_1404150,detail_amenityExternalMap_1404157,detail_propertyAmenities_12203,detail_propertyAmenities_12204,detail_propertyAmenities_12207,detail_propertyAmenities_12212,detail_propertyAmenities_12213,detail_propertyAmenities_12214,detail_propertyAmenities_12215,detail_propertyAmenities_12217,detail_propertyAmenities_12218,detail_propertyAmenities_12219,detail_propertyAmenities_12220,detail_propertyAmenities_12221,detail_propertyAmenities_12222,detail_propertyAmenities_12223,detail_propertyAmenities_12224,detail_propertyAmenities_12225,detail_propertyAmenities_12226,detail_propertyAmenities_12227,detail_propertyAmenities_12230,detail_studyRoom,detail_amenityMap_1404114,detail_amenityMap_1404121,detail_amenityMap_1404122,detail_amenityMap_1404126,detail_amenityMap_1404131,detail_amenityExternalMap_1404114,detail_amenityExternalMap_1404121,detail_amenityExternalMap_1404122,detail_amenityExternalMap_1404126,detail_amenityExternalMap_1404131
https://www.magicbricks.com/propertyDetails/2-BHK-700-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Hyderabad&id=4d423435363634373337,45664737,,,Multistorey Apartment,700,2,2,Furnished,3,3,,FALSE,,,10002,,0,Standard Listing,,45000,,,64,,45000,48200,"45,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/2-BHK-1215-Sq-ft-Villa-FOR-Rent-Rampally-in-Hyderabad&id=4d423538333232373431,58322741,Rampally,84918,Villa,1215,2,2,Semi-Furnished,,1,Less than 5 years,FALSE,5,Modi Nilgiri Estate,10017,1000,73,Standard Listing,"1,500",10000,17.46663,78.63967,8,10,9400,10000,"9,400",North - East,,,,,,,,Modi Properties,Puja Room,"Pool, Garden/Park, Main Road",Bachelors,,,,,24000,,"24,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Power Back Up,Lift,Swimming Pool,Gymnasium,Reserved Parking,Security,Piped Gas,Jogging and Strolling Track,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rain Water Harvesting,Club House,Park,Private Terrace/Garden,Vaastu Compliant,,,Intercom Facility,Maintenance Staff,Waste Disposal,,,,RO Water System,Banquet Hall,,Cafeteria/Food Court,Conference Room,Outdoor Tennis Courts,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-1260-Sq-ft-Multistorey-Apartment-FOR-Rent-Sanjeeva-Reddy-Nagar-in-Hyderabad&id=4d423434383337343035,44837405,Sanjeeva Reddy Nagar,88829,Multistorey Apartment,1260,3,2,Semi-Furnished,2,3,15 to 20 years,FALSE,3,,10002,1260,58,Standard Listing,"1,000",22000,17.445480346679688,78.44397735595703,17,17,22000,24200,"22,000",East,,,,,,,,,Puja Room,Garden/Park,Bachelors,,,,,44000,,"44,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lift,,,,Security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vaastu Compliant,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/4-BHK-3070-Sq-ft-Multistorey-Apartment-FOR-Rent-Kondapur-in-Hyderabad&id=4d423830353432373735,80542775,Kondapur,84461,Multistorey Apartment,3070,4,4,Semi-Furnished,6,22,New Construction,TRUE,3,Aparna Luxor Park,10002,2546,78,Premium,"12,000",152000,17.46613879,78.35740874,50,60,,,,East,Power Back Up,Lift,Club House,Swimming Pool,Gymnasium,Reserved Parking,Security,Aparna Constructions and Estates Pvt. Ltd.,"Puja Room, Study, Store","Garden/Park, Main Road",,24 Hours Available,No/Rare Powercut,3 Covered,5,300000,20 days,"3,00,000",Water Storage,Vaastu Compliant,Intercom Facility,RO Water System,Banquet Hall,Jogging and Strolling Track,Outdoor Tennis Courts,Library,,,,,,Power Back Up,Lift,Club House,Swimming Pool,Gymnasium,Reserved Parking,Security,Water Storage,Vaastu Compliant,Intercom Facility,RO Water System,Banquet Hall,Jogging and Strolling Track,Outdoor Tennis Courts,Library,,,,,,4 AC,4 Bed,4 Wardrobe,,,,,,,,Power Back Up,Lift,Swimming Pool,Gymnasium,Reserved Parking,Security,Piped Gas,Jogging and Strolling Track,3,Rain Water Harvesting,Park,Private Terrace/Garden,Service/Goods Lift,Air Conditioned,Visitor Parking,Maintenance Staff,Waste Disposal,Laundry Service,Internet/Wi-Fi Connectivity,DTH Television Facility,Bar/Lounge,Cafeteria/Food Court,Conference Room,Piped Gas,Infinity Swimming Pool,AEROBICS ROOM,Bank & ATM,Flower Gardens,Meditation Area,Multipurpose Courts,Fire Fighting Equipment,Cricket net practice,Community Hall,Rain Water Harvesting,Park,Private Terrace/Garden,Service/Goods Lift,Air Conditioned,Visitor Parking,Maintenance Staff,Waste Disposal,Laundry Service,Internet/Wi-Fi Connectivity,DTH Television Facility,Bar/Lounge,Cafeteria/Food Court,Conference Room,Piped Gas,Infinity Swimming Pool,AEROBICS ROOM,Bank & ATM,Flower Gardens,Meditation Area,Multipurpose Courts,Fire Fighting Equipment,Cricket net practice,Community Hall,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/1-BHK-425-Sq-ft-Residential-House-FOR-Rent-Ram-Koti-in-Hyderabad&id=4d423830353330383633,80530863,Ram Koti,93551,Residential House,425,1,1,Unfurnished,1,3,,FALSE,,,10001,,0,Standard,,8000,17.39298382,78.48544582,19,,8000,8600,"8,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/1-BHK-2700-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Hyderaguda-Attapur-in-Hyderabad&id=4d423635343138353239,65418529,Hyderaguda,108637,Builder Floor Apartment,2700,1,1,Unfurnished,Ground,3,Less than 5 years,FALSE,,,10003,100,86,Standard,,72000,17.36600198,78.4272346,27,720,72000,78500,"72,000",North - East,,,,,,,,,None of these,Not Available ,Bachelors,24 Hours Available,No/Rare Powercut,,1,12000,,"12,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/4-BHK-3300-Sq-ft-Builder-Floor-Apartment-FOR-Rent-in-Hyderabad&id=4d423830363239393531,80629951,,,Builder Floor Apartment,3300,4,4,Furnished,2,3,Less than 5 years,TRUE,3,,10003,3200,78,Prime Listings,"5,000",150000,,,45,47,,,,West,,,,,,,,,Puja Room,Main Road,Bachelors,,,,,450000,20 days,"4,50,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Power Back Up,Lift,,,Reserved Parking,Security,,Jogging and Strolling Track,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rain Water Harvesting,,Park,Private Terrace/Garden,Vaastu Compliant,Service/Goods Lift,Air Conditioned,Intercom Facility,Maintenance Staff,Waste Disposal,Laundry Service,Internet/Wi-Fi Connectivity,DTH Television Facility,RO Water System,,,,,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-1765-Sq-ft-Multistorey-Apartment-FOR-Rent-Kokapet-in-Hyderabad&id=4d423739333238393339,79328939,Kokapet,87659,Multistorey Apartment,1765,3,3,Semi-Furnished,1,34,New Construction,TRUE,1,Prestige Tranquil,10002,1764,75,Premium,"5,000",70000,17.396826917318702,78.34029257444827,40,40,,,,West,Power Back Up,Lift,Club House,Swimming Pool,Gymnasium,Reserved Parking,Security,Prestige Group,"Puja Room, Store","Pool, Garden/Park, Main Road",Bachelors,,,,,140000,30 days,"1,40,000",,Vaastu Compliant,,,Banquet Hall,Jogging and Strolling Track,Outdoor Tennis Courts,,Indoor Games Room,Indoor Squash & Badminton Courts,,,Badminton court,Power Back Up,Lift,Club House,Swimming Pool,Gymnasium,Reserved Parking,Security,,Vaastu Compliant,,,Banquet Hall,Jogging and Strolling Track,Outdoor Tennis Courts,,Indoor Games Room,Indoor Squash & Badminton Courts,,,Badminton court,,,,,,,,,,,Power Back Up,Lift,Swimming Pool,Gymnasium,Reserved Parking,Security,Piped Gas,Jogging and Strolling Track,,Rain Water Harvesting,Park,,Service/Goods Lift,,,Maintenance Staff,Waste Disposal,,Internet/Wi-Fi Connectivity,,,Cafeteria/Food Court,,Piped Gas,,,,,,,,,,Rain Water Harvesting,Park,,Service/Goods Lift,,,Maintenance Staff,Waste Disposal,,Internet/Wi-Fi Connectivity,,,Cafeteria/Food Court,,Piped Gas,,,,,,,,,,Rain Water Harvesting,Club House,Park,Private Terrace/Garden,Vaastu Compliant,Service/Goods Lift,Air Conditioned,Intercom Facility,Maintenance Staff,Waste Disposal,Laundry Service,Internet/Wi-Fi Connectivity,DTH Television Facility,RO Water System,Banquet Hall,Bar/Lounge,Cafeteria/Food Court,Conference Room,Outdoor Tennis Courts,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-1650-Sq-ft-Multistorey-Apartment-FOR-Rent-Manikonda-in-Hyderabad&id=4d423338393432303535,38942055,Manikonda,127557,Multistorey Apartment,1650,3,3,Semi-Furnished,3,4,5 to 10 years,FALSE,3,,10002,1500,66,Standard Listing,,35000,17.41250381,78.36874043,21,23,35000,38500,"35,000",East,,,,,,,,,"Puja Room, Study, Store",Main Road,Bachelors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Power Back Up,Lift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rain Water Harvesting,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/Multistorey-Apartment-FOR-Rent-Mehdipatnam-in-Hyderabad&id=4d423830343439303739,80449079,Mehdipatnam,79059,Multistorey Apartment,,,,,,,,TRUE,,Lalithalaya Residency,10002,,9,Platinum,,,17.3944795,78.4331971,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-3500-Sq-ft-Multistorey-Apartment-FOR-Rent-Hitech-City-in-Hyderabad&id=4d423830323839353439,80289549,Hitech City,84126,Multistorey Apartment,3500,3,5,Semi-Furnished,5,35,5 to 10 years,TRUE,2,Lodha Bellezza,10002,,80,Premium,"5,000",140000,17.474914,78.393383,40,,,,,East,Power Back Up,Lift,Club House,Swimming Pool,Gymnasium,Reserved Parking,Security,Lodha Developers Limited,"Puja Room, Store, Servant Room",Garden/Park,Family,24 Hours Available,No/Rare Powercut,2 Covered,2,290000,15 days,"2,90,000",Water Storage,Vaastu Compliant,Intercom Facility,RO Water System,Banquet Hall,Jogging and Strolling Track,Outdoor Tennis Courts,,Indoor Games Room,Indoor Squash & Badminton Courts,,Half basketball court,,Power Back Up,Lift,Club House,Swimming Pool,Gymnasium,Reserved Parking,Security,Water Storage,Vaastu Compliant,Intercom Facility,RO Water System,Banquet Hall,Jogging and Strolling Track,Outdoor Tennis Courts,,Indoor Games Room,Indoor Squash & Badminton Courts,,Half basketball court,,4 AC,,3 Wardrobe,,,,,, Gas Connection,,Power Back Up,Lift,Swimming Pool,Gymnasium,Reserved Parking,Security,Piped Gas,Jogging and Strolling Track,2,Rain Water Harvesting,Park,Private Terrace/Garden,Service/Goods Lift,Air Conditioned,Visitor Parking,Maintenance Staff,Waste Disposal,Laundry Service,Internet/Wi-Fi Connectivity,DTH Television Facility,Bar/Lounge,Cafeteria/Food Court,Conference Room,Piped Gas,,AEROBICS ROOM,,Flower Gardens,Meditation Area,,Fire Fighting Equipment,,,Rain Water Harvesting,Park,Private Terrace/Garden,Service/Goods Lift,Air Conditioned,Visitor Parking,Maintenance Staff,Waste Disposal,Laundry Service,Internet/Wi-Fi Connectivity,DTH Television Facility,Bar/Lounge,Cafeteria/Food Court,Conference Room,Piped Gas,,AEROBICS ROOM,,Flower Gardens,Meditation Area,,Fire Fighting Equipment,,,,,,,,,,,,,,,,,,,,,,,,,Kids Play Pool With Water Slides,Outdoor Tennis Courts,Cycling & Jogging Track,,,Kids Play Pool With Water Slides,Outdoor Tennis Courts,Cycling & Jogging Track
https://www.magicbricks.com/propertyDetails/Multistorey-Apartment-FOR-Rent-Kondapur-in-Hyderabad&id=4d423739323437313933,79247193,Kondapur,84461,Multistorey Apartment,,,,,,,,FALSE,,Aparna Luxor Park,10002,,9,Standard Listing,,,17.46613879,78.35740874,0,,0,0,0,,Power Back Up,Lift,Club House,Swimming Pool,Gymnasium,Reserved Parking,Security,Aparna Constructions and Estates Pvt. Ltd.,,,,,,,,,,,Water Storage,Vaastu Compliant,Intercom Facility,RO Water System,Banquet Hall,Jogging and Strolling Track,Outdoor Tennis Courts,Library,,,,,,Power Back Up,Lift,Club House,Swimming Pool,Gymnasium,Reserved Parking,Security,Water Storage,Vaastu Compliant,Intercom Facility,RO Water System,Banquet Hall,Jogging and Strolling Track,Outdoor Tennis Courts,Library,,,,,,,,,,,,,,,,,,,,,,,,,Rain Water Harvesting,Park,Private Terrace/Garden,Service/Goods Lift,Air Conditioned,Visitor Parking,Maintenance Staff,Waste Disposal,Laundry Service,Internet/Wi-Fi Connectivity,DTH Television Facility,Bar/Lounge,Cafeteria/Food Court,Conference Room,Piped Gas,Infinity Swimming Pool,AEROBICS ROOM,Bank & ATM,Flower Gardens,Meditation Area,Multipurpose Courts,Fire Fighting Equipment,Cricket net practice,Community Hall,Rain Water Harvesting,Park,Private Terrace/Garden,Service/Goods Lift,Air Conditioned,Visitor Parking,Maintenance Staff,Waste Disposal,Laundry Service,Internet/Wi-Fi Connectivity,DTH Television Facility,Bar/Lounge,Cafeteria/Food Court,Conference Room,Piped Gas,Infinity Swimming Pool,AEROBICS ROOM,Bank & ATM,Flower Gardens,Meditation Area,Multipurpose Courts,Fire Fighting Equipment,Cricket net practice,Community Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/300-Sq-ft-Studio-Apartment-FOR-Rent-Toli-Chowki-in-Hyderabad&id=4d423733303432343237,73042427,Toli Chowki,84592,Studio Apartment,300,,1,Unfurnished,5,6,,FALSE,,,10022,,0,Standard Listing,,11000,17.395899,78.4147641,37,,11000,11800,"11,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/5-BHK-4000-Sq-ft-Villa-FOR-Rent-Murthuzaguda-in-Hyderabad&id=4d423739323838353833,79288583,Murthuzaguda,163844,Villa,4000,5,5,Semi-Furnished,,2,New Construction,FALSE,2,,10017,3500,33,Standard,"5,000",70000,17.31023597,78.28332712,18,20,64500,70000,"64,500",,,,,,,,,,,,,,,,,200000,,"2,00,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/2-BHK-1314-Sq-ft-Multistorey-Apartment-FOR-Rent-Narsingi-in-Hyderabad&id=4d423830333238393339,80328939,Narsingi,89377,Multistorey Apartment,1314,2,2,Furnished,13,31,Less than 5 years,FALSE,2,My Home Avatar,10002,,75,Standard,,35000,17.39257254,78.32715694,27,,35000,38200,"35,000",East,Power Back Up,Lift,Club House,Swimming Pool,Gymnasium,Reserved Parking,Security,My Home Group,Puja Room,"Pool, Garden/Park, Main Road",Bachelors,,,,,70000,,"70,000",Water Storage,Vaastu Compliant,Intercom Facility,RO Water System,Banquet Hall,Jogging and Strolling Track,Outdoor Tennis Courts,,,,,,,Power Back Up,Lift,Club House,Swimming Pool,Gymnasium,Reserved Parking,Security,Water Storage,Vaastu Compliant,Intercom Facility,RO Water System,Banquet Hall,Jogging and Strolling Track,Outdoor Tennis Courts,,,,,,,,,,,,,,,,,Power Back Up,Lift,Swimming Pool,Gymnasium,Reserved Parking,Security,Piped Gas,Jogging and Strolling Track,,Rain Water Harvesting,Park,Private Terrace/Garden,Service/Goods Lift,Air Conditioned,Visitor Parking,Maintenance Staff,Waste Disposal,Laundry Service,Internet/Wi-Fi Connectivity,DTH Television Facility,Bar/Lounge,Cafeteria/Food Court,Conference Room,Piped Gas,,,,,,,,,,Rain Water Harvesting,Park,Private Terrace/Garden,Service/Goods Lift,Air Conditioned,Visitor Parking,Maintenance Staff,Waste Disposal,Laundry Service,Internet/Wi-Fi Connectivity,DTH Television Facility,Bar/Lounge,Cafeteria/Food Court,Conference Room,Piped Gas,,,,,,,,,,Rain Water Harvesting,Club House,Park,Private Terrace/Garden,Vaastu Compliant,Service/Goods Lift,Air Conditioned,Intercom Facility,Maintenance Staff,Waste Disposal,Laundry Service,Internet/Wi-Fi Connectivity,DTH Television Facility,RO Water System,Banquet Hall,Bar/Lounge,Cafeteria/Food Court,Conference Room,Outdoor Tennis Courts,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/4-BHK-2400-Sq-ft-Villa-FOR-Rent-in-Hyderabad&id=4d423337363830313731,37680171,,,Villa,2400,4,4,Furnished,,2,5 to 10 years,FALSE,2,,10017,2150,85,Standard Listing,"1,500",36000,,,15,17,36000,38200,"36,000",East,,,,,,,,,None of these,Main Road,,24 Hours Available,No/Rare Powercut,,,75000,,"75,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 AC,3 Bed,3 Wardrobe, Fridge,1 TV,,, Dining Table,,,Power Back Up,,Swimming Pool,Gymnasium,Reserved Parking,Security,,Jogging and Strolling Track,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Rent-Sun-City-in-Hyderabad&id=4d423830313738353839,80178589,Sun City,99034,Multistorey Apartment,1200,3,2,Unfurnished,1,5,,FALSE,,,10002,,31,Standard,,12500,17.362791061401367,78.40462493896484,10,,12500,13600,"12,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/2-BHK-850-Sq-ft-Multistorey-Apartment-FOR-Rent-Hyderabad-Road-in-Hyderabad&id=4d423830343431363231,80441621,Hyderabad Road,166209,Multistorey Apartment,850,2,2,Unfurnished,2,4,,FALSE,,,10002,,51,Standard,,10000,18.082714080810547,78.85733032226562,12,,10000,10600,"10,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/4-BHK-3865-Sq-ft-Villa-FOR-Rent-Kokapet-in-Hyderabad&id=4d423830343235303239,80425029,Kokapet,87659,Villa,3865,4,5,Semi-Furnished,,2,5 to 10 years,TRUE,2,,10017,3600,100,Premium,"15,000",200000,17.387479782104492,78.32360076904297,52,56,,,,East,,,,,,,,,"Puja Room, Study, Store, Servant Room","Garden/Park, Main Road",Family,24 Hours Available,No/Rare Powercut,3 Covered,,600000,30 days,"6,00,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 AC,,4 Wardrobe,,,,,, Gas Connection,,Power Back Up,,Swimming Pool,Gymnasium,Reserved Parking,Security,,Jogging and Strolling Track,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-2125-Sq-ft-Multistorey-Apartment-FOR-Rent-Narsingi-in-Hyderabad&id=4d423738373734343831,78774481,Narsingi,89377,Multistorey Apartment,2125,3,3,Semi-Furnished,11,30,Less than 5 years,TRUE,2,Jayabheri The Summit,10002,2000,100,Certified Listing,"7,000",85000,17.40111,78.353752,40,43,,,,East,Power Back Up,Lift,Club House,Swimming Pool,Gymnasium,Reserved Parking,Security,Jayabheri Properties Pvt Ltd,Puja Room,"Garden/Park, Pool",Family,24 Hours Available,No/Rare Powercut,2 Covered,3,170000,15 days,"1,70,000",,Vaastu Compliant,Intercom Facility,RO Water System,Banquet Hall,Jogging and Strolling Track,Outdoor Tennis Courts,,Indoor Games Room,Indoor Squash & Badminton Courts,Library And Business Centre,,,Power Back Up,Lift,Club House,Swimming Pool,Gymnasium,Reserved Parking,Security,,Vaastu Compliant,Intercom Facility,RO Water System,Banquet Hall,Jogging and Strolling Track,Outdoor Tennis Courts,,Indoor Games Room,Indoor Squash & Badminton Courts,Library And Business Centre,,,3 AC,,4 Wardrobe,,,, Sofa,, Gas Connection,,Power Back Up,Lift,Swimming Pool,Gymnasium,Reserved Parking,Security,Piped Gas,Jogging and Strolling Track,2,Rain Water Harvesting,Park,Private Terrace/Garden,Service/Goods Lift,Air Conditioned,Visitor Parking,Maintenance Staff,Waste Disposal,Laundry Service,Internet/Wi-Fi Connectivity,DTH Television Facility,,Cafeteria/Food Court,Conference Room,Piped Gas,,AEROBICS ROOM,Bank & ATM,Flower Gardens,Meditation Area,,,,,Rain Water Harvesting,Park,Private Terrace/Garden,Service/Goods Lift,Air Conditioned,Visitor Parking,Maintenance Staff,Waste Disposal,Laundry Service,Internet/Wi-Fi Connectivity,DTH Television Facility,,Cafeteria/Food Court,Conference Room,Piped Gas,,AEROBICS ROOM,Bank & ATM,Flower Gardens,Meditation Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cycling & Jogging Track,,,,,Cycling & Jogging Track
