source_url,property_propertyId,property_localityName,property_localityId,detail_propertyType,detail_coveredArea,detail_bedrooms,detail_bathrooms,detail_furnished,detail_floorNumber,detail_totalFloorNumber,detail_ageofcons,detail_premiumProperty,detail_numberOfBalconied,detail_projectName,detail_propertyTypeCode,detail_carpetArea,detail_completionScore,detail_listingTypeDesc,detail_maintenanceCharges,detail_exactSaleRentPrice,detail_latitude,detail_longitude,detail_coveredAreaSqft,detail_carpetAreaSqft,prop_minPrice,prop_maxPrice,prop_hiddenPrice,detail_facing,detail_amenityMap_12201,detail_amenityMap_12202,detail_amenityMap_12204,detail_amenityMap_12205,detail_amenityMap_12206,detail_amenityMap_12208,detail_amenityMap_12209,detail_developerName,detail_additionalRooms,detail_amenitiesFacing,detail_tenantDescription,detail_waterStatus,detail_electricityStatus,detail_carParking,detail_noOfLifts,detail_bookingAmountExact,detail_priceBreakUp_brokeragePerOrDays,detail_priceBreakUp_securityDeposit,detail_amenityMap_12211,detail_amenityMap_12213,detail_amenityMap_12217,detail_amenityMap_12223,detail_amenityMap_12224,detail_amenityMap_12229,detail_amenityMap_12230,detail_amenityMap_12583,detail_amenityMap_1404117,detail_amenityMap_1404118,detail_amenityMap_1404123,detail_amenityMap_1404149,detail_amenityMap_1404155,detail_amenityExternalMap_12201,detail_amenityExternalMap_12202,detail_amenityExternalMap_12204,detail_amenityExternalMap_12205,detail_amenityExternalMap_12206,detail_amenityExternalMap_12208,detail_amenityExternalMap_12209,detail_amenityExternalMap_12211,detail_amenityExternalMap_12213,detail_amenityExternalMap_12217,detail_amenityExternalMap_12223,detail_amenityExternalMap_12224,detail_amenityExternalMap_12229,detail_amenityExternalMap_12230,detail_amenityExternalMap_12583,detail_amenityExternalMap_1404117,detail_amenityExternalMap_1404118,detail_amenityExternalMap_1404123,detail_amenityExternalMap_1404149,detail_amenityExternalMap_1404155,detail_furnishingDetails_1006121,detail_furnishingDetails_1006122,detail_furnishingDetails_1006123,detail_furnishingDetails_1006124,detail_furnishingDetails_1006125,detail_furnishingDetails_1006126,detail_furnishingDetails_1006127,detail_furnishingDetails_1006128,detail_furnishingDetails_1006129,detail_furnishingDetails_1006130,detail_propertyAmenities_12201,detail_propertyAmenities_12202,detail_propertyAmenities_12205,detail_propertyAmenities_12206,detail_propertyAmenities_12208,detail_propertyAmenities_12209,detail_propertyAmenities_12228,detail_propertyAmenities_12229,detail_carParkingCount,detail_amenityMap_12203,detail_amenityMap_12207,detail_amenityMap_12212,detail_amenityMap_12214,detail_amenityMap_12215,detail_amenityMap_12216,detail_amenityMap_12218,detail_amenityMap_12219,detail_amenityMap_12220,detail_amenityMap_12221,detail_amenityMap_12222,detail_amenityMap_12225,detail_amenityMap_12226,detail_amenityMap_12227,detail_amenityMap_12228,detail_amenityMap_12525,detail_amenityMap_1404105,detail_amenityMap_1404110,detail_amenityMap_1404115,detail_amenityMap_1404124,detail_amenityMap_1404125,detail_amenityMap_1404143,detail_amenityMap_1404150,detail_amenityMap_1404157,detail_amenityExternalMap_12203,detail_amenityExternalMap_12207,detail_amenityExternalMap_12212,detail_amenityExternalMap_12214,detail_amenityExternalMap_12215,detail_amenityExternalMap_12216,detail_amenityExternalMap_12218,detail_amenityExternalMap_12219,detail_amenityExternalMap_12220,detail_amenityExternalMap_12221,detail_amenityExternalMap_12222,detail_amenityExternalMap_12225,detail_amenityExternalMap_12226,detail_amenityExternalMap_12227,detail_amenityExternalMap_12228,detail_amenityExternalMap_12525,detail_amenityExternalMap_1404105,detail_amenityExternalMap_1404110,detail_amenityExternalMap_1404115,detail_amenityExternalMap_1404124,detail_amenityExternalMap_1404125,detail_amenityExternalMap_1404143,detail_amenityExternalMap_1404150,detail_amenityExternalMap_1404157,detail_propertyAmenities_12203,detail_propertyAmenities_12204,detail_propertyAmenities_12207,detail_propertyAmenities_12212,detail_propertyAmenities_12213,detail_propertyAmenities_12214,detail_propertyAmenities_12215,detail_propertyAmenities_12217,detail_propertyAmenities_12218,detail_propertyAmenities_12219,detail_propertyAmenities_12220,detail_propertyAmenities_12221,detail_propertyAmenities_12222,detail_propertyAmenities_12223,detail_propertyAmenities_12224,detail_propertyAmenities_12225,detail_propertyAmenities_12226,detail_propertyAmenities_12227,detail_propertyAmenities_12230,detail_studyRoom,detail_amenityMap_1404114,detail_amenityMap_1404121,detail_amenityMap_1404122,detail_amenityMap_1404126,detail_amenityMap_1404131,detail_amenityExternalMap_1404114,detail_amenityExternalMap_1404121,detail_amenityExternalMap_1404122,detail_amenityExternalMap_1404126,detail_amenityExternalMap_1404131
https://www.magicbricks.com/propertyDetails/2-BHK-1125-Sq-ft-Residential-House-FOR-Rent-Rameshwar-Banda-in-Hyderabad&id=4d423739393038353037,79908507,Rameshwar Banda,93714,Residential House,1125,2,2,Semi-Furnished,Ground,2,Less than 5 years,FALSE,1,,10001,925,46,Standard,,10500,17.559335708618164,78.28052520751953,9,11,10500,11200,"10,500",,,,,,,,,,Puja Room,,Bachelors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swimming Pool,,,Security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Club House,Park,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-1920-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Kondapur-in-Hyderabad&id=4d423135303131303631,15011061,Kondapur,84461,Builder Floor Apartment,1920,3,3,Unfurnished,3,5,New Construction,FALSE,,,10003,1600,80,Standard,"5,000",40000,17.46613879,78.35740874,21,25,37600,40000,"37,600",North,,,,,,,,,Puja Room,,,,,301 Covered,,80000,,"80,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Power Back Up,Lift,,,Reserved Parking,,,,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/2-BHK-1050-Sq-ft-Multistorey-Apartment-FOR-Rent-Malakpet-in-Hyderabad&id=4d423438303638373233,48068723,Malakpet,84908,Multistorey Apartment,1050,2,2,Unfurnished,2,5,,FALSE,1,,10002,,28,Standard Listing,,12000,17.3722659,78.489792,11,,12000,13000,"12,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-2050-Sq-ft-Multistorey-Apartment-FOR-Rent-Shaikpet-in-Hyderabad&id=4d423739303430333031,79040301,Shaikpet,79103,Multistorey Apartment,2050,3,3,Semi-Furnished,12,15,New Construction,TRUE,1,Aditya Athena,10002,,100,Certified Listing,"6,000",65000,17.4066745,78.39455,32,,,,,North,Power Back Up,Lift,,Swimming Pool,Gymnasium,,Security,Sri Aditya Homes Pvt. Ltd.,Puja Room,Garden/Park,Family,24 Hours Available,No/Rare Powercut,2 Covered,3,138000,15 days,"1,38,000",,,,,Banquet Hall,,,,Indoor Games Room,,,,,Power Back Up,Lift,,Swimming Pool,Gymnasium,,Security,,,,,Banquet Hall,,,,Indoor Games Room,,,,,3 AC,,3 Wardrobe,,,,,, Gas Connection,,Power Back Up,Lift,Swimming Pool,Gymnasium,Reserved Parking,Security,Piped Gas,Jogging and Strolling Track,2,,Park,,,,,,,,,,,,,,,,,,,,,,,,Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Event Space & Amphitheatre,,,,,Event Space & Amphitheatre,,,,
https://www.magicbricks.com/propertyDetails/2-BHK-1125-Sq-ft-Multistorey-Apartment-FOR-Rent-ECIL-in-Hyderabad&id=4d423830323333373833,80233783,ECIL,78992,Multistorey Apartment,1125,2,2,Semi-Furnished,1,5,5 to 10 years,FALSE,2,Suryaramam Apartment,10002,1015,55,Standard,"1,300",16000,17.46237,78.55902,14,16,16000,17300,"16,000",,,,,,,,,,,,,,,,,32000,,"32,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-2195-Sq-ft-Multistorey-Apartment-FOR-Rent-Kondapur-in-Hyderabad&id=4d423731303735303737,71075077,Kondapur,84461,Multistorey Apartment,2195,3,1,Unfurnished,7,9,Less than 5 years,FALSE,1,Manbhum Around the Grove,10002,,69,Standard,,85000,17.453072,78.367539,39,,85000,91000,"85,000",,,,,Swimming Pool,Gymnasium,,,Manbhum Construction Co. Pvt. Ltd.,Puja Room,"Garden/Park, Pool",,,,,,60000,,"60,000",,,,,,Jogging and Strolling Track,,,,Indoor Squash & Badminton Courts,Library And Business Centre,,,,,,Swimming Pool,Gymnasium,,,,,,,,Jogging and Strolling Track,,,,Indoor Squash & Badminton Courts,Library And Business Centre,,,,,,,,,,,,,,,Swimming Pool,Gymnasium,,,,Jogging and Strolling Track,,,,,,,Visitor Parking,,,,,,,,,,,AEROBICS ROOM,,,,,,,,,,,,,Visitor Parking,,,,,,,,,,,AEROBICS ROOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kids Play Area,,,,,Kids Play Area,,,
https://www.magicbricks.com/propertyDetails/10-BHK-1800-Sq-ft-Residential-House-FOR-Rent-Isnapur-in-Hyderabad&id=4d423730313437333837,70147387,Isnapur,84656,Residential House,1800,10,10,Unfurnished,3,3,Less than 5 years,FALSE,3,,10001,1800,74,Standard,,100000,17.548253,78.205388,56,56,93000,100000,"93,000",East,,,,,,,,,None of these,"Garden/Park, Main Road",,24 Hours Available,,,,100000,,"1,00,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/2-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Rent-Navodaya-Colony-Yousufguda-in-Hyderabad&id=4d423535333933393839,55393989,Navodaya Colony Yousufguda,123387,Multistorey Apartment,1200,2,2,Semi-Furnished,3,5,,FALSE,,My Home Mount View,10002,,28,Standard Listing,,15000,17.433262,78.433018,12,,15000,16400,"15,000",,,,,,,,,Raghuram Infrastructure India Pvt Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-2050-Sq-ft-Multistorey-Apartment-FOR-Rent-Police-Colony-Kondapur-in-Hyderabad&id=4d423736333238303739,76328079,Police Colony Kondapur,99792,Multistorey Apartment,2050,3,3,Semi-Furnished,4,17,,FALSE,1,Rasun Ace Infra Elysian,10002,,73,Standard,,60000,17.4626829,78.353178,29,,60000,65500,"60,000",West,Power Back Up,Lift,Club House,Swimming Pool,Gymnasium,Reserved Parking,Security,Rasun Ace Infra Private Limited,,"Garden/Park, Pool, Main Road",,,,"2 Covered, 2 Open",,,,,,Vaastu Compliant,Intercom Facility,,Banquet Hall,,,Library,Indoor Games Room,,Library And Business Centre,,,Power Back Up,Lift,Club House,Swimming Pool,Gymnasium,Reserved Parking,Security,,Vaastu Compliant,Intercom Facility,,Banquet Hall,,,Library,Indoor Games Room,,Library And Business Centre,,,,,,,,,,,,,Power Back Up,Lift,Swimming Pool,Gymnasium,,Security,Piped Gas,,4,Rain Water Harvesting,,,,,,,,,,,Bar/Lounge,Cafeteria/Food Court,,Piped Gas,,,,,Meditation Area,,Fire Fighting Equipment,,,Rain Water Harvesting,,,,,,,,,,,Bar/Lounge,Cafeteria/Food Court,,Piped Gas,,,,,Meditation Area,,Fire Fighting Equipment,,,,,,,,,,,,,,,,,,,,,,,,,,Outdoor Tennis Courts,Cycling & Jogging Track,,,,Outdoor Tennis Courts,Cycling & Jogging Track
https://www.magicbricks.com/propertyDetails/3-BHK-1615-Sq-ft-Multistorey-Apartment-FOR-Rent-Gachibowli-in-Hyderabad&id=4d423637373031333731,67701371,Gachibowli,78997,Multistorey Apartment,1615,3,3,Semi-Furnished,Ground,20,,FALSE,,,10002,,0,Standard,,66000,17.443563,78.3397746,41,,66000,70000,"66,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-1496-Sq-ft-Multistorey-Apartment-FOR-Rent-Kukatpally-in-Hyderabad&id=4d423830343731363735,80471675,Kukatpally,80183,Multistorey Apartment,1496,3,3,Semi-Furnished,1,6,,FALSE,,Vertex Pleasant,10002,,53,Standard,,35000,17.502366,78.384493,23,,35000,38500,"35,000",,Power Back Up,Lift,Club House,Swimming Pool,Gymnasium,Reserved Parking,Security,Vertex Group,,,,,,,,,,,Water Storage,,Intercom Facility,,,Jogging and Strolling Track,,,Indoor Games Room,Indoor Squash & Badminton Courts,Library And Business Centre,,,Power Back Up,Lift,Club House,Swimming Pool,Gymnasium,Reserved Parking,Security,Water Storage,,Intercom Facility,,,Jogging and Strolling Track,,,Indoor Games Room,Indoor Squash & Badminton Courts,Library And Business Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,Visitor Parking,Maintenance Staff,Waste Disposal,,Internet/Wi-Fi Connectivity,DTH Television Facility,,,,,,AEROBICS ROOM,,,Meditation Area,Multipurpose Courts,Fire Fighting Equipment,,,,,,,,Visitor Parking,Maintenance Staff,Waste Disposal,,Internet/Wi-Fi Connectivity,DTH Television Facility,,,,,,AEROBICS ROOM,,,Meditation Area,Multipurpose Courts,Fire Fighting Equipment,,,,,,,,,,,,,,,,,,,,,,,,Kids Play Area,,,Cycling & Jogging Track,,Kids Play Area,,,Cycling & Jogging Track
https://www.magicbricks.com/propertyDetails/2-BHK-2500-Sq-ft-Residential-House-FOR-Rent-Sainikpuri-in-Hyderabad&id=4d423739393037373431,79907741,Sainikpuri,79094,Residential House,2500,2,2,Furnished,,1,Less than 5 years,FALSE,2,Rohini Castle,10001,1300,61,Standard,500,15000,17.49739078,78.54309064373155,6,12,14100,15000,"14,100",,,Lift,,,,Reserved Parking,Security,Rohini Constructions,,,,,,,,30000,,"30,000",Water Storage,,,,,,,,,,,,,,Lift,,,,Reserved Parking,Security,Water Storage,,,,,,,,,,,,,,,,,,,,,,,,Lift,,,Reserved Parking,Security,,,,Rain Water Harvesting,Park,,Service/Goods Lift,,Visitor Parking,,Waste Disposal,Laundry Service,,,,,,,,,,Flower Gardens,,,,,,Rain Water Harvesting,Park,,Service/Goods Lift,,Visitor Parking,,Waste Disposal,Laundry Service,,,,,,,,,,Flower Gardens,,,,,,Rain Water Harvesting,,Park,,,Service/Goods Lift,,,,Waste Disposal,Laundry Service,,,,,,,,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/5-BHK-5200-Sq-ft-Multistorey-Apartment-FOR-Rent-Financial-District-in-Hyderabad&id=4d423737353130323035,77510205,Financial District,99835,Multistorey Apartment,5200,5,5,Semi-Furnished,13,28,New Construction,TRUE,3,Myscape Loft ,10002,5200,100,Certified Listing,"15,600",300000,17.41748974,78.34242764,58,58,,,,West,,,,,,,,Myscape Properties Pvt Ltd.,Puja Room,"Garden/Park, Main Road",Family,24 Hours Available,No/Rare Powercut,2 Covered,3,9000000,,"90,00,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 AC,4 Bed,4 Wardrobe,,1 TV,,,, Gas Connection,,,Lift,,,Reserved Parking,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-1798-Sq-ft-Multistorey-Apartment-FOR-Rent-Kondapur-in-Hyderabad&id=4d423739393237353631,79927561,Kondapur,84461,Multistorey Apartment,1798,3,3,Semi-Furnished,9,15,Less than 5 years,TRUE,2,My Home Mangala,10002,1400,80,Premium,"5,400",65000,17.4626829,78.353178,36,46,,,,West,,,,,,,Security,My Home Group,Puja Room,Garden/Park,Family,24 Hours Available,No/Rare Powercut,2 Covered,6,130000,30 days,"1,30,000",,Vaastu Compliant,Intercom Facility,,,,,,Indoor Games Room,,,,,,,,,,,Security,,Vaastu Compliant,Intercom Facility,,,,,,Indoor Games Room,,,,,3 AC,3 Bed,3 Wardrobe,,,,,,,,Power Back Up,Lift,Swimming Pool,Gymnasium,Reserved Parking,Security,Piped Gas,Jogging and Strolling Track,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/1-BHK-300-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Boduppal-Colony-Road-in-Hyderabad&id=4d423739343431343437,79441447,Boduppal Colony Road,165994,Builder Floor Apartment,300,1,2,Semi-Furnished,2,3,New Construction,FALSE,1,,10003,,55,Standard,200,5000,17.419538497924805,78.57394409179688,17,,5000,5400,"5,000",,,,,,,,,,,,,,,,,10000,,"10,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/2-BHK-1200-Sq-ft-Residential-House-FOR-Rent-Janapriya-Nagar-Miyapur-in-Hyderabad&id=4d423830303032393833,80002983,Janapriya Nagar Miyapur,165216,Residential House,1200,2,1,Unfurnished,Ground,1,15 to 20 years,FALSE,2,,10001,900,54,Standard,,14000,17.49933433532715,78.35684967041016,12,16,14000,15100,"14,000",West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-1715-Sq-ft-Multistorey-Apartment-FOR-Rent-Narsingi-in-Hyderabad&id=4d423738373730373835,78770785,Narsingi,89377,Multistorey Apartment,1715,3,3,Semi-Furnished,36,39,,TRUE,1,Rajapushpa Provincia,10002,,57,Premium,,60000,17.39538849415279,78.35505192619372,35,,,,,East,Power Back Up,Lift,Club House,Swimming Pool,Gymnasium,Reserved Parking,Security,Rajapushpa Properties Pvt. Ltd.,,,,,,,,,,,Water Storage,Vaastu Compliant,Intercom Facility,RO Water System,Banquet Hall,Jogging and Strolling Track,Outdoor Tennis Courts,,Indoor Games Room,,,,,Power Back Up,Lift,Club House,Swimming Pool,Gymnasium,Reserved Parking,Security,Water Storage,Vaastu Compliant,Intercom Facility,RO Water System,Banquet Hall,Jogging and Strolling Track,Outdoor Tennis Courts,,Indoor Games Room,,,,,4 AC,,,,,,,,,,,Lift,,,,,,,,Rain Water Harvesting,Park,Private Terrace/Garden,Service/Goods Lift,Air Conditioned,Visitor Parking,Maintenance Staff,Waste Disposal,Laundry Service,Internet/Wi-Fi Connectivity,DTH Television Facility,Bar/Lounge,Cafeteria/Food Court,Conference Room,Piped Gas,,AEROBICS ROOM,Bank & ATM,,,,,,,Rain Water Harvesting,Park,Private Terrace/Garden,Service/Goods Lift,Air Conditioned,Visitor Parking,Maintenance Staff,Waste Disposal,Laundry Service,Internet/Wi-Fi Connectivity,DTH Television Facility,Bar/Lounge,Cafeteria/Food Court,Conference Room,Piped Gas,,AEROBICS ROOM,Bank & ATM,,,,,,,,,,,,,,,,,,,,,,,,,,,Event Space & Amphitheatre,,,Outdoor Tennis Courts,,Event Space & Amphitheatre,,,Outdoor Tennis Courts,
https://www.magicbricks.com/propertyDetails/3-BHK-1834-Sq-ft-Multistorey-Apartment-FOR-Rent-Narsingi-in-Hyderabad&id=4d423830353039303233,80509023,Narsingi,89377,Multistorey Apartment,1834,3,3,Semi-Furnished,12,32,Less than 5 years,FALSE,1,My Home Avatar,10002,,74,Standard,"6,500",64000,17.39257254,78.32715694,35,,64000,69000,"64,000",West,Power Back Up,Lift,Club House,Swimming Pool,Gymnasium,Reserved Parking,Security,My Home Group,Puja Room,,Bachelors,,,,,128000,,"1,28,000",Water Storage,Vaastu Compliant,Intercom Facility,RO Water System,Banquet Hall,Jogging and Strolling Track,Outdoor Tennis Courts,,,,,,,Power Back Up,Lift,Club House,Swimming Pool,Gymnasium,Reserved Parking,Security,Water Storage,Vaastu Compliant,Intercom Facility,RO Water System,Banquet Hall,Jogging and Strolling Track,Outdoor Tennis Courts,,,,,,,,,,,,,,,,,Power Back Up,Lift,Swimming Pool,Gymnasium,Reserved Parking,Security,Piped Gas,Jogging and Strolling Track,,Rain Water Harvesting,Park,Private Terrace/Garden,Service/Goods Lift,Air Conditioned,Visitor Parking,Maintenance Staff,Waste Disposal,Laundry Service,Internet/Wi-Fi Connectivity,DTH Television Facility,Bar/Lounge,Cafeteria/Food Court,Conference Room,Piped Gas,,,,,,,,,,Rain Water Harvesting,Park,Private Terrace/Garden,Service/Goods Lift,Air Conditioned,Visitor Parking,Maintenance Staff,Waste Disposal,Laundry Service,Internet/Wi-Fi Connectivity,DTH Television Facility,Bar/Lounge,Cafeteria/Food Court,Conference Room,Piped Gas,,,,,,,,,,Rain Water Harvesting,Club House,Park,Private Terrace/Garden,Vaastu Compliant,Service/Goods Lift,Air Conditioned,Intercom Facility,Maintenance Staff,Waste Disposal,Laundry Service,Internet/Wi-Fi Connectivity,DTH Television Facility,RO Water System,Banquet Hall,Bar/Lounge,Cafeteria/Food Court,Conference Room,Outdoor Tennis Courts,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/2-BHK-1210-Sq-ft-Multistorey-Apartment-FOR-Rent-Pocharam-in-Hyderabad&id=4d423830353233343833,80523483,Pocharam,87074,Multistorey Apartment,1210,2,2,Semi-Furnished,9,14,New Construction,FALSE,2,ASBL Springs ,10002,,69,Standard,,24000,17.44374,78.65132,20,,22100,24000,"22,100",West,Power Back Up,Lift,Club House,Swimming Pool,Gymnasium,Reserved Parking,Security,ASBL Ashoka Builders India Pvt Ltd,,"Pool, Garden/Park",Bachelors,,,,,48000,,"48,000",,,,,Banquet Hall,,,,Indoor Games Room,,,,Badminton court,Power Back Up,Lift,Club House,Swimming Pool,Gymnasium,Reserved Parking,Security,,,,,Banquet Hall,,,,Indoor Games Room,,,,Badminton court,,,,,,,,,,,Power Back Up,Lift,Swimming Pool,Gymnasium,Reserved Parking,Security,Piped Gas,Jogging and Strolling Track,,,Park,,,,,Maintenance Staff,,,,,,,,,,,,,,,,,,,Park,,,,,Maintenance Staff,,,,,,,,,,,,,,,,,,,Club House,Park,,Vaastu Compliant,,,,Maintenance Staff,,,Internet/Wi-Fi Connectivity,,,Banquet Hall,,Cafeteria/Food Court,,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-2020-Sq-ft-Multistorey-Apartment-FOR-Rent-Narsingi-in-Hyderabad&id=4d423739353039393539,79509959,Narsingi,89377,Multistorey Apartment,2020,3,3,Semi-Furnished,35,39,New Construction,TRUE,1,Rajapushpa Provincia,10002,,73,Premium,"7,100",75000,17.39538849415279,78.35505192619372,37,,,,,East,Power Back Up,Lift,Club House,Swimming Pool,Gymnasium,Reserved Parking,Security,Rajapushpa Properties Pvt. Ltd.,Puja Room,Main Road,,,,,,150000,15 days,"1,50,000",Water Storage,Vaastu Compliant,Intercom Facility,RO Water System,Banquet Hall,Jogging and Strolling Track,Outdoor Tennis Courts,,Indoor Games Room,,,,,Power Back Up,Lift,Club House,Swimming Pool,Gymnasium,Reserved Parking,Security,Water Storage,Vaastu Compliant,Intercom Facility,RO Water System,Banquet Hall,Jogging and Strolling Track,Outdoor Tennis Courts,,Indoor Games Room,,,,,,,,,,,,,,,Power Back Up,Lift,Swimming Pool,Gymnasium,Reserved Parking,Security,Piped Gas,Jogging and Strolling Track,,Rain Water Harvesting,Park,Private Terrace/Garden,Service/Goods Lift,Air Conditioned,Visitor Parking,Maintenance Staff,Waste Disposal,Laundry Service,Internet/Wi-Fi Connectivity,DTH Television Facility,Bar/Lounge,Cafeteria/Food Court,Conference Room,Piped Gas,,AEROBICS ROOM,Bank & ATM,,,,,,,Rain Water Harvesting,Park,Private Terrace/Garden,Service/Goods Lift,Air Conditioned,Visitor Parking,Maintenance Staff,Waste Disposal,Laundry Service,Internet/Wi-Fi Connectivity,DTH Television Facility,Bar/Lounge,Cafeteria/Food Court,Conference Room,Piped Gas,,AEROBICS ROOM,Bank & ATM,,,,,,,Rain Water Harvesting,Club House,Park,Private Terrace/Garden,Vaastu Compliant,Service/Goods Lift,Air Conditioned,Intercom Facility,Maintenance Staff,Waste Disposal,Laundry Service,Internet/Wi-Fi Connectivity,DTH Television Facility,RO Water System,Banquet Hall,Bar/Lounge,Cafeteria/Food Court,Conference Room,Outdoor Tennis Courts,,Event Space & Amphitheatre,,,Outdoor Tennis Courts,,Event Space & Amphitheatre,,,Outdoor Tennis Courts,
https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Residential-House-FOR-Rent-Old-Alwal-in-Hyderabad&id=4d423634353939373239,64599729,Old Alwal,99859,Residential House,1000,2,2,Unfurnished,1,3,,FALSE,,,10001,,0,Standard Listing,,10000,17.50617039,78.50122629,10,,10000,10900,"10,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/1-BHK-650-Sq-ft-Penthouse-FOR-Rent-Amberpet-in-Hyderabad&id=4d423637373435363933,67745693,Amberpet,78949,Penthouse,650,1,1,Unfurnished,3,4,,FALSE,,,10021,,0,Standard Listing,,6000,17.4008705,78.5227905,9,,6000,6500,"6,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
